Unnamed: 0;genre;track_id;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;id;uri;track_href;analysis_url;duration_ms;time_signature
0;acoustic;0IktbUcnAGrvD03AWnz3Q8;0.625;0.414;0;-8.7;1;0.0369;0.294;0;0.151;0.669;130.088;audio_features;0IktbUcnAGrvD03AWnz3Q8;spotify:track:0IktbUcnAGrvD03AWnz3Q8;https://api.spotify.com/v1/tracks/0IktbUcnAGrvD03AWnz3Q8;https://api.spotify.com/v1/audio-analysis/0IktbUcnAGrvD03AWnz3Q8;189613;4
1;acoustic;3cnRYoW4nYzIuVPCp7k5iG;0.773;0.394;0;-9.252;1;0.0516;0.627;1.36E-05;0.0953;0.443;74.977;audio_features;3cnRYoW4nYzIuVPCp7k5iG;spotify:track:3cnRYoW4nYzIuVPCp7k5iG;https://api.spotify.com/v1/tracks/3cnRYoW4nYzIuVPCp7k5iG;https://api.spotify.com/v1/audio-analysis/3cnRYoW4nYzIuVPCp7k5iG;212707;4
2;acoustic;3U9FMzSjrXFS0AnElgcw0j;0.348;0.564;2;-4.412;1;0.0306;0.497;2.54E-06;0.114;0.174;83.853;audio_features;3U9FMzSjrXFS0AnElgcw0j;spotify:track:3U9FMzSjrXFS0AnElgcw0j;https://api.spotify.com/v1/tracks/3U9FMzSjrXFS0AnElgcw0j;https://api.spotify.com/v1/audio-analysis/3U9FMzSjrXFS0AnElgcw0j;231853;4
3;acoustic;5jclmAX2XQp5G3b6K30UJl;0.387;0.352;8;-6.864;1;0.027;0.859;0;0.135;0.137;86.168;audio_features;5jclmAX2XQp5G3b6K30UJl;spotify:track:5jclmAX2XQp5G3b6K30UJl;https://api.spotify.com/v1/tracks/5jclmAX2XQp5G3b6K30UJl;https://api.spotify.com/v1/audio-analysis/5jclmAX2XQp5G3b6K30UJl;181029;4
4;acoustic;7jPumBvn7m7l3nolkML3cZ;0.568;0.248;10;-11.544;1;0.0352;0.91;0;0.0732;0.232;83.012;audio_features;7jPumBvn7m7l3nolkML3cZ;spotify:track:7jPumBvn7m7l3nolkML3cZ;https://api.spotify.com/v1/tracks/7jPumBvn7m7l3nolkML3cZ;https://api.spotify.com/v1/audio-analysis/7jPumBvn7m7l3nolkML3cZ;249933;4
5;acoustic;51jy98I9q9Nk1xyA0W4ZBg;0.548;0.217;7;-10.308;1;0.0266;0.722;2.15E-05;0.0788;0.325;87.01;audio_features;51jy98I9q9Nk1xyA0W4ZBg;spotify:track:51jy98I9q9Nk1xyA0W4ZBg;https://api.spotify.com/v1/tracks/51jy98I9q9Nk1xyA0W4ZBg;https://api.spotify.com/v1/audio-analysis/51jy98I9q9Nk1xyA0W4ZBg;225947;4
6;acoustic;3OGcceoTcTwRQjJmh1K5jF;0.41;0.729;11;-4.464;1;0.0524;0.246;0;0.962;0.461;143.566;audio_features;3OGcceoTcTwRQjJmh1K5jF;spotify:track:3OGcceoTcTwRQjJmh1K5jF;https://api.spotify.com/v1/tracks/3OGcceoTcTwRQjJmh1K5jF;https://api.spotify.com/v1/audio-analysis/3OGcceoTcTwRQjJmh1K5jF;312800;4
7;acoustic;3LHg768dEKqJKht2uPTlVR;0.463;0.368;9;-11.546;1;0.048;0.376;0;0.149;0.75;141.974;audio_features;3LHg768dEKqJKht2uPTlVR;spotify:track:3LHg768dEKqJKht2uPTlVR;https://api.spotify.com/v1/tracks/3LHg768dEKqJKht2uPTlVR;https://api.spotify.com/v1/audio-analysis/3LHg768dEKqJKht2uPTlVR;179960;4
8;acoustic;2bkobNV1AyahJ2sbGriUyW;0.438;0.109;9;-14.196;1;0.031;0.976;0.000138;0.109;0.236;80.214;audio_features;2bkobNV1AyahJ2sbGriUyW;spotify:track:2bkobNV1AyahJ2sbGriUyW;https://api.spotify.com/v1/tracks/2bkobNV1AyahJ2sbGriUyW;https://api.spotify.com/v1/audio-analysis/2bkobNV1AyahJ2sbGriUyW;252773;4
9;acoustic;7nnWIPM5hwE3DaUBkvOIpy;0.645;0.792;4;-7.34;0;0.036;0.0562;0.0121;0.119;0.666;90.565;audio_features;7nnWIPM5hwE3DaUBkvOIpy;spotify:track:7nnWIPM5hwE3DaUBkvOIpy;https://api.spotify.com/v1/tracks/7nnWIPM5hwE3DaUBkvOIpy;https://api.spotify.com/v1/audio-analysis/7nnWIPM5hwE3DaUBkvOIpy;232453;4
10;acoustic;2voFmcVmg8HJIjKtVrdXjj;0.595;0.127;1;-9.385;1;0.0329;0.813;0;0.0913;0.0948;140.986;audio_features;2voFmcVmg8HJIjKtVrdXjj;spotify:track:2voFmcVmg8HJIjKtVrdXjj;https://api.spotify.com/v1/tracks/2voFmcVmg8HJIjKtVrdXjj;https://api.spotify.com/v1/audio-analysis/2voFmcVmg8HJIjKtVrdXjj;227160;3
11;acoustic;00o6POeoYnf971C6EZ8Fil;0.567;0.203;1;-16.735;0;0.0365;0.904;4.68E-05;0.113;0.4;93.8;audio_features;00o6POeoYnf971C6EZ8Fil;spotify:track:00o6POeoYnf971C6EZ8Fil;https://api.spotify.com/v1/tracks/00o6POeoYnf971C6EZ8Fil;https://api.spotify.com/v1/audio-analysis/00o6POeoYnf971C6EZ8Fil;183356;4
12;acoustic;2VYqkb77OjToeRAnMNd4yU;0.567;0.266;0;-11.217;1;0.0343;0.73;4.91E-05;0.116;0.236;106.46;audio_features;2VYqkb77OjToeRAnMNd4yU;spotify:track:2VYqkb77OjToeRAnMNd4yU;https://api.spotify.com/v1/tracks/2VYqkb77OjToeRAnMNd4yU;https://api.spotify.com/v1/audio-analysis/2VYqkb77OjToeRAnMNd4yU;181507;4
13;acoustic;2XpeEJgRYnKl41tJia9ggT;0.694;0.718;2;-5.019;1;0.0317;0.00892;1.55E-05;0.122;0.521;123.24;audio_features;2XpeEJgRYnKl41tJia9ggT;spotify:track:2XpeEJgRYnKl41tJia9ggT;https://api.spotify.com/v1/tracks/2XpeEJgRYnKl41tJia9ggT;https://api.spotify.com/v1/audio-analysis/2XpeEJgRYnKl41tJia9ggT;230107;4
14;acoustic;7z7fquRFQFXt4Dj7ouWETq;0.661;0.373;2;-8.169;1;0.0281;0.84;0;0.106;0.304;103.999;audio_features;7z7fquRFQFXt4Dj7ouWETq;spotify:track:7z7fquRFQFXt4Dj7ouWETq;https://api.spotify.com/v1/tracks/7z7fquRFQFXt4Dj7ouWETq;https://api.spotify.com/v1/audio-analysis/7z7fquRFQFXt4Dj7ouWETq;233627;4
15;acoustic;37928J06bQreiIuhZvRlWQ;0.412;0.749;2;-4.657;1;0.0404;0.0286;0;0.0726;0.264;136.019;audio_features;37928J06bQreiIuhZvRlWQ;spotify:track:37928J06bQreiIuhZvRlWQ;https://api.spotify.com/v1/tracks/37928J06bQreiIuhZvRlWQ;https://api.spotify.com/v1/audio-analysis/37928J06bQreiIuhZvRlWQ;263867;4
16;acoustic;5yRQpqzkKRYozrMsmU70ww;0.319;0.0739;0;-15.42;1;0.0375;0.989;0.0682;0.122;0.184;56.683;audio_features;5yRQpqzkKRYozrMsmU70ww;spotify:track:5yRQpqzkKRYozrMsmU70ww;https://api.spotify.com/v1/tracks/5yRQpqzkKRYozrMsmU70ww;https://api.spotify.com/v1/audio-analysis/5yRQpqzkKRYozrMsmU70ww;401933;4
17;acoustic;2UBRsk5jRJaGkpHtdEmOoe;0.67;0.212;4;-12.019;1;0.0283;0.864;0.000531;0.0771;0.27;77.835;audio_features;2UBRsk5jRJaGkpHtdEmOoe;spotify:track:2UBRsk5jRJaGkpHtdEmOoe;https://api.spotify.com/v1/tracks/2UBRsk5jRJaGkpHtdEmOoe;https://api.spotify.com/v1/audio-analysis/2UBRsk5jRJaGkpHtdEmOoe;228600;4
18;acoustic;5Ukzlujip1Slqka5OY82YS;0.422;0.405;6;-11.126;1;0.101;0.323;0;0.15;0.578;74.13;audio_features;5Ukzlujip1Slqka5OY82YS;spotify:track:5Ukzlujip1Slqka5OY82YS;https://api.spotify.com/v1/tracks/5Ukzlujip1Slqka5OY82YS;https://api.spotify.com/v1/audio-analysis/5Ukzlujip1Slqka5OY82YS;228600;4
19;acoustic;3KZG39hHZiQrxFGLUaeWPb;0.561;0.611;7;-5.885;1;0.0244;0.0207;5.76E-06;0.058;0.331;103.008;audio_features;3KZG39hHZiQrxFGLUaeWPb;spotify:track:3KZG39hHZiQrxFGLUaeWPb;https://api.spotify.com/v1/tracks/3KZG39hHZiQrxFGLUaeWPb;https://api.spotify.com/v1/audio-analysis/3KZG39hHZiQrxFGLUaeWPb;236467;4
20;afrobeat;4SfxzVkGFzgW0U83Y8brVk;0.778;0.891;10;-8.603;1;0.0379;0.555;5.65E-06;0.0705;0.912;115.684;audio_features;4SfxzVkGFzgW0U83Y8brVk;spotify:track:4SfxzVkGFzgW0U83Y8brVk;https://api.spotify.com/v1/tracks/4SfxzVkGFzgW0U83Y8brVk;https://api.spotify.com/v1/audio-analysis/4SfxzVkGFzgW0U83Y8brVk;245840;4
21;afrobeat;7Hv89f7Dpm5Hce1XkBbjQZ;0.765;0.68;11;-6.306;1;0.0932;0.0953;0.0009;0.138;0.462;129.998;audio_features;7Hv89f7Dpm5Hce1XkBbjQZ;spotify:track:7Hv89f7Dpm5Hce1XkBbjQZ;https://api.spotify.com/v1/tracks/7Hv89f7Dpm5Hce1XkBbjQZ;https://api.spotify.com/v1/audio-analysis/7Hv89f7Dpm5Hce1XkBbjQZ;230907;4
22;afrobeat;4BXSQd7fTTLGatAd6wcu4E;0.605;0.938;1;-1.197;1;0.076;0.0808;0;0.0569;0.734;199.887;audio_features;4BXSQd7fTTLGatAd6wcu4E;spotify:track:4BXSQd7fTTLGatAd6wcu4E;https://api.spotify.com/v1/tracks/4BXSQd7fTTLGatAd6wcu4E;https://api.spotify.com/v1/audio-analysis/4BXSQd7fTTLGatAd6wcu4E;246602;4
23;afrobeat;5Z7ygHQo02SUrFmcgpwsKW;0.624;0.889;5;-3.772;0;0.0504;0.101;0;0.227;0.45;127.019;audio_features;5Z7ygHQo02SUrFmcgpwsKW;spotify:track:5Z7ygHQo02SUrFmcgpwsKW;https://api.spotify.com/v1/tracks/5Z7ygHQo02SUrFmcgpwsKW;https://api.spotify.com/v1/audio-analysis/5Z7ygHQo02SUrFmcgpwsKW;233688;4
24;afrobeat;4M90HjffovjuEZS0LdlIks;0.742;0.712;0;-7.532;1;0.0345;0.0375;0.745;0.0739;0.924;108.892;audio_features;4M90HjffovjuEZS0LdlIks;spotify:track:4M90HjffovjuEZS0LdlIks;https://api.spotify.com/v1/tracks/4M90HjffovjuEZS0LdlIks;https://api.spotify.com/v1/audio-analysis/4M90HjffovjuEZS0LdlIks;341307;4
25;afrobeat;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
26;afrobeat;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
27;afrobeat;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
28;afrobeat;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
29;chill;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
30;chill;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
31;chill;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
32;chill;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
33;german;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
34;german;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
35;german;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
36;german;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
37;study;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
38;study;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
39;study;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
40;study;6NPVjNh8Jhru9xOmyQigds;0.652;0.757;1;-6.819;1;0.153;0.286;0;0.0886;0.962;159.911;audio_features;6NPVjNh8Jhru9xOmyQigds;spotify:track:6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/tracks/6NPVjNh8Jhru9xOmyQigds;https://api.spotify.com/v1/audio-analysis/6NPVjNh8Jhru9xOmyQigds;233305;4
41;afrobeat;7qsMXB16nZTnIHmJRccWU4;0.597;0.686;2;-13.753;1;0.0426;0.823;0.075;0.0606;0.793;142.743;audio_features;7qsMXB16nZTnIHmJRccWU4;spotify:track:7qsMXB16nZTnIHmJRccWU4;https://api.spotify.com/v1/tracks/7qsMXB16nZTnIHmJRccWU4;https://api.spotify.com/v1/audio-analysis/7qsMXB16nZTnIHmJRccWU4;340493;4
42;afrobeat;5BeaZCKKhjIiuoTOkWVCPZ;0.637;0.799;8;-8.854;1;0.0521;0.206;0.0688;0.124;0.692;107.905;audio_features;5BeaZCKKhjIiuoTOkWVCPZ;spotify:track:5BeaZCKKhjIiuoTOkWVCPZ;https://api.spotify.com/v1/tracks/5BeaZCKKhjIiuoTOkWVCPZ;https://api.spotify.com/v1/audio-analysis/5BeaZCKKhjIiuoTOkWVCPZ;594547;4
43;afrobeat;3mYsWA2ClF84ZLroBpreo1;0.552;0.46;2;-8.146;1;0.0347;0.763;0;0.0939;0.311;72.911;audio_features;3mYsWA2ClF84ZLroBpreo1;spotify:track:3mYsWA2ClF84ZLroBpreo1;https://api.spotify.com/v1/tracks/3mYsWA2ClF84ZLroBpreo1;https://api.spotify.com/v1/audio-analysis/3mYsWA2ClF84ZLroBpreo1;251920;4
44;afrobeat;4Vsvr0gySe7Ql93OTnA5mH;0.717;0.534;0;-13.171;1;0.0558;0.867;0.00158;0.103;0.892;99.673;audio_features;4Vsvr0gySe7Ql93OTnA5mH;spotify:track:4Vsvr0gySe7Ql93OTnA5mH;https://api.spotify.com/v1/tracks/4Vsvr0gySe7Ql93OTnA5mH;https://api.spotify.com/v1/audio-analysis/4Vsvr0gySe7Ql93OTnA5mH;252827;4
45;afrobeat;1Ogg5nXrqc4AeMf1ryq0uL;0.572;0.855;4;-5.181;1;0.0818;0.0575;0.335;0.38;0.821;134.038;audio_features;1Ogg5nXrqc4AeMf1ryq0uL;spotify:track:1Ogg5nXrqc4AeMf1ryq0uL;https://api.spotify.com/v1/tracks/1Ogg5nXrqc4AeMf1ryq0uL;https://api.spotify.com/v1/audio-analysis/1Ogg5nXrqc4AeMf1ryq0uL;161173;4
46;afrobeat;5quZOrj3wGX8Rv6Vz4veZl;0.761;0.723;5;-5.645;1;0.0409;0.141;0;0.138;0.859;107.005;audio_features;5quZOrj3wGX8Rv6Vz4veZl;spotify:track:5quZOrj3wGX8Rv6Vz4veZl;https://api.spotify.com/v1/tracks/5quZOrj3wGX8Rv6Vz4veZl;https://api.spotify.com/v1/audio-analysis/5quZOrj3wGX8Rv6Vz4veZl;227733;4
47;afrobeat;27eniaCdcAbXMigvOtlnK1;0.843;0.9;8;-4.914;1;0.0668;0.379;1.11E-05;0.113;0.85;125.02;audio_features;27eniaCdcAbXMigvOtlnK1;spotify:track:27eniaCdcAbXMigvOtlnK1;https://api.spotify.com/v1/tracks/27eniaCdcAbXMigvOtlnK1;https://api.spotify.com/v1/audio-analysis/27eniaCdcAbXMigvOtlnK1;234893;4
48;afrobeat;6clkTQW6BTwJxLQjH6WBVj;0.67;0.92;8;-5.479;1;0.0435;0.0737;0.0108;0.378;0.585;125.802;audio_features;6clkTQW6BTwJxLQjH6WBVj;spotify:track:6clkTQW6BTwJxLQjH6WBVj;https://api.spotify.com/v1/tracks/6clkTQW6BTwJxLQjH6WBVj;https://api.spotify.com/v1/audio-analysis/6clkTQW6BTwJxLQjH6WBVj;236693;4
49;afrobeat;1MN5gnxpy3GeSFoldiWwGu;0.755;0.701;11;-8.408;0;0.0507;0.616;0.00118;0.191;0.735;108.996;audio_features;1MN5gnxpy3GeSFoldiWwGu;spotify:track:1MN5gnxpy3GeSFoldiWwGu;https://api.spotify.com/v1/tracks/1MN5gnxpy3GeSFoldiWwGu;https://api.spotify.com/v1/audio-analysis/1MN5gnxpy3GeSFoldiWwGu;184987;4
50;afrobeat;6ma7kNoIMwE9OgMwVhL3JH;0.521;0.458;7;-10.468;1;0.0331;0.488;0.00397;0.113;0.432;93.014;audio_features;6ma7kNoIMwE9OgMwVhL3JH;spotify:track:6ma7kNoIMwE9OgMwVhL3JH;https://api.spotify.com/v1/tracks/6ma7kNoIMwE9OgMwVhL3JH;https://api.spotify.com/v1/audio-analysis/6ma7kNoIMwE9OgMwVhL3JH;453467;4
51;afrobeat;0OQ9zedklAKGErBAC4R2Tn;0.806;0.918;0;-7.463;1;0.0578;0.154;0.0888;0.0803;0.811;108.934;audio_features;0OQ9zedklAKGErBAC4R2Tn;spotify:track:0OQ9zedklAKGErBAC4R2Tn;https://api.spotify.com/v1/tracks/0OQ9zedklAKGErBAC4R2Tn;https://api.spotify.com/v1/audio-analysis/0OQ9zedklAKGErBAC4R2Tn;497741;4
52;afrobeat;5aVcpXJ0uitmOJqdZYs6DE;0.52;0.754;5;-7.799;0;0.0626;0.227;0.00124;0.0638;0.678;104.971;audio_features;5aVcpXJ0uitmOJqdZYs6DE;spotify:track:5aVcpXJ0uitmOJqdZYs6DE;https://api.spotify.com/v1/tracks/5aVcpXJ0uitmOJqdZYs6DE;https://api.spotify.com/v1/audio-analysis/5aVcpXJ0uitmOJqdZYs6DE;448960;4
53;afrobeat;6Nd9aoaL1lV3013tP5Meff;0.67;0.73;9;-7.35;1;0.0336;0.646;0.847;0.146;0.926;103.975;audio_features;6Nd9aoaL1lV3013tP5Meff;spotify:track:6Nd9aoaL1lV3013tP5Meff;https://api.spotify.com/v1/tracks/6Nd9aoaL1lV3013tP5Meff;https://api.spotify.com/v1/audio-analysis/6Nd9aoaL1lV3013tP5Meff;331827;4
54;afrobeat;3z4y2ScH8vWAgwUUTZ5SJd;0.494;0.632;10;-12.71;0;0.0271;0.89;0.0144;0.154;0.95;133.49;audio_features;3z4y2ScH8vWAgwUUTZ5SJd;spotify:track:3z4y2ScH8vWAgwUUTZ5SJd;https://api.spotify.com/v1/tracks/3z4y2ScH8vWAgwUUTZ5SJd;https://api.spotify.com/v1/audio-analysis/3z4y2ScH8vWAgwUUTZ5SJd;185480;4
55;alt-rock;2GHYJ0dhVds3PODKnTdiGE;0.6;0.811;5;-7.693;1;0.0788;0.0558;6.82E-06;0.109;0.622;124.303;audio_features;2GHYJ0dhVds3PODKnTdiGE;spotify:track:2GHYJ0dhVds3PODKnTdiGE;https://api.spotify.com/v1/tracks/2GHYJ0dhVds3PODKnTdiGE;https://api.spotify.com/v1/audio-analysis/2GHYJ0dhVds3PODKnTdiGE;196116;4
56;alt-rock;09QZAEmdbq28OaNyqTOEvY;0.424;0.632;9;-7.243;1;0.0922;0.021;0.0117;0.0545;0.356;97.694;audio_features;09QZAEmdbq28OaNyqTOEvY;spotify:track:09QZAEmdbq28OaNyqTOEvY;https://api.spotify.com/v1/tracks/09QZAEmdbq28OaNyqTOEvY;https://api.spotify.com/v1/audio-analysis/09QZAEmdbq28OaNyqTOEvY;254533;4
57;alt-rock;2dO66EZj2q67wzTm7UoznP;0.658;0.881;6;-5.99;1;0.036;0.0304;1.53E-06;0.12;0.834;122.313;audio_features;2dO66EZj2q67wzTm7UoznP;spotify:track:2dO66EZj2q67wzTm7UoznP;https://api.spotify.com/v1/tracks/2dO66EZj2q67wzTm7UoznP;https://api.spotify.com/v1/audio-analysis/2dO66EZj2q67wzTm7UoznP;169853;4
58;alt-rock;5Gtq8e6TEI0YDLemr3PbiM;0.788;0.457;8;-12.586;0;0.0397;0.301;0.025;0.106;0.609;106.01;audio_features;5Gtq8e6TEI0YDLemr3PbiM;spotify:track:5Gtq8e6TEI0YDLemr3PbiM;https://api.spotify.com/v1/tracks/5Gtq8e6TEI0YDLemr3PbiM;https://api.spotify.com/v1/audio-analysis/5Gtq8e6TEI0YDLemr3PbiM;206587;4
59;alt-rock;4RRPkJgFcmB4AVyVxN2zrb;0.657;0.834;10;-7.643;0;0.0792;0.0899;0.216;0.234;0.832;156.898;audio_features;4RRPkJgFcmB4AVyVxN2zrb;spotify:track:4RRPkJgFcmB4AVyVxN2zrb;https://api.spotify.com/v1/tracks/4RRPkJgFcmB4AVyVxN2zrb;https://api.spotify.com/v1/audio-analysis/4RRPkJgFcmB4AVyVxN2zrb;147133;4
60;alt-rock;7xkeLkSKPa3Tr5ardcLaIj;0.253;0.952;11;-3.732;0;0.21;0.00218;2.54E-06;0.222;0.178;150.374;audio_features;7xkeLkSKPa3Tr5ardcLaIj;spotify:track:7xkeLkSKPa3Tr5ardcLaIj;https://api.spotify.com/v1/tracks/7xkeLkSKPa3Tr5ardcLaIj;https://api.spotify.com/v1/audio-analysis/7xkeLkSKPa3Tr5ardcLaIj;246827;4
61;alt-rock;3y26lxsXpSFtKbAl3rbthi;0.476;0.781;1;-8.01;1;0.0516;0.000181;0.581;0.108;0.637;123.015;audio_features;3y26lxsXpSFtKbAl3rbthi;spotify:track:3y26lxsXpSFtKbAl3rbthi;https://api.spotify.com/v1/tracks/3y26lxsXpSFtKbAl3rbthi;https://api.spotify.com/v1/audio-analysis/3y26lxsXpSFtKbAl3rbthi;246787;4
62;alt-rock;37EJtTS7jT5WUyXGZzrwnI;0.491;0.942;7;-5.333;1;0.109;0.156;0;0.367;0.398;100.441;audio_features;37EJtTS7jT5WUyXGZzrwnI;spotify:track:37EJtTS7jT5WUyXGZzrwnI;https://api.spotify.com/v1/tracks/37EJtTS7jT5WUyXGZzrwnI;https://api.spotify.com/v1/audio-analysis/37EJtTS7jT5WUyXGZzrwnI;191507;4
63;alt-rock;7u3iTAPPMwSGI2Qba88Qfy;0.608;0.783;6;-6.673;0;0.0344;0.163;0.792;0.109;0.276;123.157;audio_features;7u3iTAPPMwSGI2Qba88Qfy;spotify:track:7u3iTAPPMwSGI2Qba88Qfy;https://api.spotify.com/v1/tracks/7u3iTAPPMwSGI2Qba88Qfy;https://api.spotify.com/v1/audio-analysis/7u3iTAPPMwSGI2Qba88Qfy;336853;4
64;alt-rock;3SMDdwKyNonQwvCYoiFuBn;0.37;0.817;11;-8.346;1;0.0358;0.000475;0.147;0.255;0.737;123.619;audio_features;3SMDdwKyNonQwvCYoiFuBn;spotify:track:3SMDdwKyNonQwvCYoiFuBn;https://api.spotify.com/v1/tracks/3SMDdwKyNonQwvCYoiFuBn;https://api.spotify.com/v1/audio-analysis/3SMDdwKyNonQwvCYoiFuBn;169480;4
65;alt-rock;78CA8f1v6YNddjyXzizA7h;0.547;0.973;2;-4.595;1;0.0614;0.185;1.15E-05;0.245;0.546;88.105;audio_features;78CA8f1v6YNddjyXzizA7h;spotify:track:78CA8f1v6YNddjyXzizA7h;https://api.spotify.com/v1/tracks/78CA8f1v6YNddjyXzizA7h;https://api.spotify.com/v1/audio-analysis/78CA8f1v6YNddjyXzizA7h;309480;4
